X,Y,Name,description,altitudeMode,hora,ano,DDLon,Frp.1,precipitacao,bioma,frp,datahora,satelite,latitude,riscofogo,diasemchuva,pais,estado,municipio,Field_1,DDLat,data/hora,OID,longitude,mês,Mês/Ano,Índice
-41.8203,-22.0781000016578,53887,,clampToGround,0.679166667,2018,041.82030000W,"&lt;Nulo&gt;","7,6",Mata Atlantica,8.2,01/10/2018,NPP-375,"-22,0781","0,2",0,Brasil,RIO DE JANEIRO,SANTA MARIA MADALENA,53887,22.07810000S,01/10/2018 16:18:00,35426,"-41,8203",10,102018,53887
-41.3336,-21.627600001647,53888,,clampToGround,0.679166667,2018,041.33360000W,"&lt;Nulo&gt;",3,Mata Atlantica,5.3,01/10/2018,NPP-375,"-21,6276","0,4",0,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,53888,21.62760000S,01/10/2018 16:18:00,35427,"-41,3336",10,102018,53888
-41.8646,-21.6358000016473,53889,,clampToGround,0.679166667,2018,041.86460000W,"&lt;Nulo&gt;","2,3",Mata Atlantica,2.5,01/10/2018,NPP-375,"-21,6358",1,0,Brasil,RIO DE JANEIRO,SAO FIDELIS,53889,21.63580000S,01/10/2018 16:18:00,35428,"-41,8646",10,102018,53889
-41.245,-21.8798000016531,53890,,clampToGround,0.679166667,2018,041.24500000W,"&lt;Nulo&gt;","1,8",Mata Atlantica,5.9,01/10/2018,NPP-375,"-21,8798","0,8",0,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,53890,21.87980000S,01/10/2018 16:18:00,35429,"-41,245",10,102018,53890
-41.817,-22.0742000016577,53891,,clampToGround,0.679166667,2018,041.81700000W,"&lt;Nulo&gt;","7,6",Mata Atlantica,10.1,01/10/2018,NPP-375,"-22,0742","0,2",0,Brasil,RIO DE JANEIRO,SANTA MARIA MADALENA,53891,22.07420000S,01/10/2018 16:18:00,35430,"-41,817",10,102018,53891
-42.9005,-22.7484000016735,53892,,clampToGround,0.666666667,2018,042.90050000W,"&lt;Nulo&gt;","0,1",Mata Atlantica,2.4,02/10/2018,NPP-375,"-22,7484","0,3",0,Brasil,RIO DE JANEIRO,ITABORAI,53892,22.74840000S,02/10/2018 16:00:00,35431,"-42,9005",10,102018,53892
-41.7583,-22.2539000016619,53893,,clampToGround,0.666666667,2018,041.75830000W,"&lt;Nulo&gt;","0,8",Mata Atlantica,3.3,02/10/2018,NPP-375,"-22,2539","0,7",0,Brasil,RIO DE JANEIRO,MACAE,53893,22.25390000S,02/10/2018 16:00:00,35432,"-41,7583",10,102018,53893
-43.5262,-22.2771000016625,53894,,clampToGround,0.666666667,2018,043.52620000W,"&lt;Nulo&gt;","0,2",Mata Atlantica,2.9,02/10/2018,NPP-375,"-22,2771","0,3",0,Brasil,RIO DE JANEIRO,VASSOURAS,53894,22.27710000S,02/10/2018 16:00:00,35433,"-43,5262",10,102018,53894
-42.416,-22.9097000016771,53895,,clampToGround,0.666666667,2018,042.41600000W,"&lt;Nulo&gt;","0,5",Mata Atlantica,1.5,02/10/2018,NPP-375,"-22,9097","0,2",0,Brasil,RIO DE JANEIRO,SAQUAREMA,53895,22.90970000S,02/10/2018 16:00:00,35434,"-42,416",10,102018,53895
-43.7736,-22.8276000016753,53897,,clampToGround,0.666666667,2018,043.77360000W,"&lt;Nulo&gt;","0,5",Mata Atlantica,3.3,02/10/2018,NPP-375,"-22,8276",0,0,Brasil,RIO DE JANEIRO,ITAGUAI,53897,22.82760000S,02/10/2018 16:00:00,35436,"-43,7736",10,102018,53897
-42.2554,-22.1024000016584,53898,,clampToGround,0.666666667,2018,042.25540000W,"&lt;Nulo&gt;","0,5",Mata Atlantica,2.1,02/10/2018,NPP-375,"-22,1024",0,0,Brasil,RIO DE JANEIRO,TRAJANO DE MORAES,53898,22.10240000S,02/10/2018 16:00:00,35437,"-42,2554",10,102018,53898
-41.9884,-21.1311000016351,53899,,clampToGround,0.666666667,2018,041.98840000W,"&lt;Nulo&gt;",0,Mata Atlantica,4.3,02/10/2018,NPP-375,"-21,1311",1,1,Brasil,RIO DE JANEIRO,ITAPERUNA,53899,21.13110000S,02/10/2018 16:00:00,35438,"-41,9884",10,102018,53899
