X,Y,Name,description,altitudeMode,hora,ano,DDLon,Frp.1,precipitacao,bioma,frp,datahora,satelite,latitude,riscofogo,diasemchuva,pais,estado,municipio,Field_1,DDLat,data/hora,OID,longitude,mês,Mês/Ano,Índice
-44.6113,-22.59780000167,55578,,clampToGround,0.708333333,2019,044.61130000W,"&lt;Nulo&gt;",0,Mata Atlantica,5.8,09/02/2019,NPP-375,"-22,5978","0,6",2,Brasil,RIO DE JANEIRO,RESENDE,55578,22.59780000S,09/02/2019 17:00:00,37117,"-44,6113",2,22019,55578
-43.7572,-22.9004000016769,55580,,clampToGround,0.179166667,2019,043.75720000W,"&lt;Nulo&gt;",0,Mata Atlantica,1.4,10/02/2019,NPP-375,"-22,9004","0,2",3,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,55580,22.90040000S,10/02/2019 04:18:00,37119,"-43,7572",2,22019,55580
-43.7549,-22.7856000016743,55581,,clampToGround,0.179166667,2019,043.75490000W,"&lt;Nulo&gt;",0,Mata Atlantica,2.1,10/02/2019,NPP-375,"-22,7856","0,5",3,Brasil,RIO DE JANEIRO,SEROPEDICA,55581,22.78560000S,10/02/2019 04:18:00,37120,"-43,7549",2,22019,55581
-43.7527,-22.901000001677,55582,,clampToGround,0.179166667,2019,043.75270000W,"&lt;Nulo&gt;",0,Mata Atlantica,1.4,10/02/2019,NPP-375,"-22,901","0,2",3,Brasil,RIO DE JANEIRO,RIO DE JANEIRO,55582,22.90100000S,10/02/2019 04:18:00,37121,"-43,7527",2,22019,55582
-42.2911,-22.8555000016759,55600,,clampToGround,0.695833333,2019,042.29110000W,"&lt;Nulo&gt;",0,Mata Atlantica,4.3,10/02/2019,NPP-375,"-22,8555",1,3,Brasil,RIO DE JANEIRO,ARARUAMA,55600,22.85550000S,10/02/2019 16:42:00,37139,"-42,2911",2,22019,55600
-43.7553,-22.7882000016744,55601,,clampToGround,0.695833333,2019,043.75530000W,"&lt;Nulo&gt;",0,Mata Atlantica,2.3,10/02/2019,NPP-375,"-22,7882","0,5",3,Brasil,RIO DE JANEIRO,SEROPEDICA,55601,22.78820000S,10/02/2019 16:42:00,37140,"-43,7553",2,22019,55601
-42.8928,-22.9518000016781,55602,,clampToGround,0.695833333,2019,042.89280000W,"&lt;Nulo&gt;",0,Mata Atlantica,2.2,10/02/2019,NPP-375,"-22,9518","0,5",3,Brasil,RIO DE JANEIRO,MARICA,55602,22.95180000S,10/02/2019 16:42:00,37141,"-42,8928",2,22019,55602
-42.2886,-22.8567000016759,55603,,clampToGround,0.695833333,2019,042.28860000W,"&lt;Nulo&gt;",0,Mata Atlantica,6.2,10/02/2019,NPP-375,"-22,8567",1,3,Brasil,RIO DE JANEIRO,ARARUAMA,55603,22.85670000S,10/02/2019 16:42:00,37142,"-42,2886",2,22019,55603
-41.389,-21.9170000016539,55604,,clampToGround,0.695833333,2019,041.38900000W,"&lt;Nulo&gt;","0,1",Mata Atlantica,3.7,10/02/2019,NPP-375,"-21,917","0,4",2,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,55604,21.91700000S,10/02/2019 16:42:00,37143,"-41,389",2,22019,55604
-41.2926,-21.8779000016531,55605,,clampToGround,0.695833333,2019,041.29260000W,"&lt;Nulo&gt;",0,Mata Atlantica,3.1,10/02/2019,NPP-375,"-21,8779",1,2,Brasil,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,55605,21.87790000S,10/02/2019 16:42:00,37144,"-41,2926",2,22019,55605
-43.5718,-22.7330000016731,55606,,clampToGround,0.695833333,2019,043.57180000W,"&lt;Nulo&gt;",0,Mata Atlantica,2.5,10/02/2019,NPP-375,"-22,733","0,4",3,Brasil,RIO DE JANEIRO,QUEIMADOS,55606,22.73300000S,10/02/2019 16:42:00,37145,"-43,5718",2,22019,55606
-43.6418,-22.7228000016729,55607,,clampToGround,0.695833333,2019,043.64180000W,"&lt;Nulo&gt;",0,Mata Atlantica,1.5,10/02/2019,NPP-375,"-22,7228","0,3",3,Brasil,RIO DE JANEIRO,SEROPEDICA,55607,22.72280000S,10/02/2019 16:42:00,37146,"-43,6418",2,22019,55607
-43.6425,-22.7242000016729,55608,,clampToGround,0.1625,2019,043.64250000W,"&lt;Nulo&gt;","5,3",Mata Atlantica,0.9,11/02/2019,NPP-375,"-22,7242","0,1",3,Brasil,RIO DE JANEIRO,SEROPEDICA,55608,22.72420000S,11/02/2019 03:54:00,37147,"-43,6425",2,22019,55608
