data;altitude;campanha;rain;evt_id;evt_sum_rain;evt_avg_rain;evt_max_rain;direcao_graus;velocidade_km/h
28/09/2018 01:00;2391;PS181001 - PP1;0.2;278;17;2.8333;4.6;298.3833541;14.51715485
28/09/2018 04:00;2391;PS181001 - PP1;0.2;278;17;2.8333;4.6;295.3621669;17.55387151
05/10/2018 07:00;2391;PS181102 - PP1;0;289;38.4;2.56;5.2;241.6450382;14.7473557
05/10/2018 10:00;2391;PS181102 - PP1;0.2;289;38.4;2.56;5.2;245.3361853;11.10729765
05/10/2018 13:00;2391;PS181102 - PP1;0.3;289;38.4;2.56;5.2;276.7098368;15.86768405
05/10/2018 19:00;2391;PS181102 - PP1;0;289;38.4;2.56;5.2;282.6678749;23.01422006
05/10/2018 22:00;2391;PS181102 - PP1;0;289;38.4;2.56;5.2;271.6038628;25.76009202
06/10/2018 22:00;2391;PS181102 - PP1;0;290;11;1.8333;3.6;276.126933;18.33573587
07/10/2018 02:00;2391;PS181102 - PP1;0;290;11;1.8333;3.6;263.14024;13.79777174
07/10/2018 01:00;2391;PS181102 - PP1;0;290;11;1.8333;3.6;260.0557057;16.10394377
07/10/2018 04:00;2391;PS181102 - PP1;0;290;11;1.8333;3.6;273.9259077;10.53071113
11/10/2018 02:00;2391;PS181102 - PP1;0.9;293;12.6;2.1;6.2;188.2356193;7.909568446
11/10/2018 04:00;2391;PS181102 - PP1;0;293;12.6;2.1;6.2;187.7335981;8.419580631
11/10/2018 07:00;2391;PS181102 - PP1;0;293;12.6;2.1;6.2;147.4499965;5.743115966
11/10/2018 10:00;2391;PS181102 - PP1;0.3;293;12.6;2.1;6.2;139.6000957;6.356860939
11/10/2018 19:00;2391;PS181102 - PP1;0;295;33;2.75;6.2;52.30575953;2.863696388
11/10/2018 22:00;2391;PS181102 - PP1;0;295;33;2.75;6.2;86.42366563;3.302431226
12/10/2018 02:00;2391;PS181102 - PP1;0;295;33;2.75;6.2;68.45902408;4.207899832
12/10/2018 01:00;2391;PS181102 - PP1;0;295;33;2.75;6.2;83.29016319;3.52615201
12/10/2018 04:00;2391;PS181102 - PP1;0;295;33;2.75;6.2;54.92624551;5.915106254
13/10/2018 22:00;2391;PS181102 - PP1;0;296;11;2.75;4.8;231.1155036;20.50967698
14/10/2018 02:00;2391;PS181102 - PP1;0;296;11;2.75;4.8;247.3062051;18.42116918
14/10/2018 01:00;2391;PS181102 - PP1;0;296;11;2.75;4.8;242.7004278;14.37283716
14/10/2018 04:00;2391;PS181102 - PP1;0.5;296;11;2.75;4.8;249.7174409;25.25601166
14/10/2018 19:00;2391;PS181102 - PP1;0;299;11.6;0.8923;1.8;247.6003965;32.97608982
14/10/2018 22:00;2391;PS181102 - PP1;0;299;11.6;0.8923;1.8;247.6403058;31.40740072
15/10/2018 02:00;2391;PS181102 - PP1;0;299;11.6;0.8923;1.8;256.7920715;31.10480627
15/10/2018 01:00;2391;PS181102 - PP1;0;299;11.6;0.8923;1.8;257.6784094;30.89055689
15/10/2018 04:00;2391;PS181102 - PP1;0;299;11.6;0.8923;1.8;256.0530718;32.05087925
19/10/2018 13:00;2391;PS181102 - PP1;0;307;129.8;5.4083;17;223.2351422;26.0133632
19/10/2018 19:00;2391;PS181102 - PP1;0;307;129.8;5.4083;17;231.6520873;29.55023149
19/10/2018 22:00;2391;PS181102 - PP1;0;307;129.8;5.4083;17;221.9733863;31.72617363
20/10/2018 02:00;2391;PS181102 - PP1;0;307;129.8;5.4083;17;223.5380121;31.40081319
20/10/2018 01:00;2391;PS181102 - PP1;0;307;129.8;5.4083;17;224.7347437;31.46376052
20/10/2018 04:00;2391;PS181102 - PP1;0;307;129.8;5.4083;17;220.2921478;31.05838574
20/10/2018 07:00;2391;PS181102 - PP1;0;307;129.8;5.4083;17;213.3925843;27.51044969
20/10/2018 10:00;2391;PS181102 - PP1;0;307;129.8;5.4083;17;216.4860121;24.59695209
20/10/2018 13:00;2391;PS181102 - PP1;0;307;129.8;5.4083;17;217.3931322;22.55794062
25/10/2018 07:00;2391;PS181102 - PP1;1.1;314;9.4;0.8545;2;331.1035837;18.11775563
25/10/2018 10:00;2391;PS181102 - PP1;0.2;314;9.4;0.8545;2;307.7756843;20.84980537
25/10/2018 13:00;2391;PS181102 - PP1;0;314;9.4;0.8545;2;317.6785513;24.93578733
29/10/2018 04:00;2391;PS181102 - PP1;0;328;5.8;0.725;1.6;290.8285558;30.4157099
29/10/2018 07:00;2391;PS181102 - PP1;0;328;5.8;0.725;1.6;295.6768157;35.65704693
29/10/2018 10:00;2391;PS181102 - PP1;0;328;5.8;0.725;1.6;300.0685828;36.18101336
04/11/2018 19:00;2391;PS181203 - PP1;0.1;337;45.8;2.181;6.4;291.8663707;16.86968953
04/11/2018 22:00;2391;PS181203 - PP1;0;337;45.8;2.181;6.4;288.3084683;14.75490729
05/11/2018 02:00;2391;PS181203 - PP1;0;337;45.8;2.181;6.4;292.4964715;11.03687175
05/11/2018 01:00;2391;PS181203 - PP1;0;337;45.8;2.181;6.4;298.0091767;10.96647728
05/11/2018 04:00;2391;PS181203 - PP1;0.2;337;45.8;2.181;6.4;290.4328287;11.21139742
05/11/2018 07:00;2391;PS181203 - PP1;0.2;337;45.8;2.181;6.4;314.2257798;10.78011994
05/11/2018 10:00;2391;PS181203 - PP1;0;337;45.8;2.181;6.4;326.1546597;10.54128389
05/11/2018 13:00;2391;PS181203 - PP1;0;337;45.8;2.181;6.4;328.4258092;11.60613945
07/11/2018 19:00;2391;PS181203 - PP1;0;343;52.8;4.4;19.4;337.3801351;1.339
07/11/2018 22:00;2391;PS181203 - PP1;0.3;343;52.8;4.4;19.4;129.0194005;7.689210428
08/11/2018 02:00;2391;PS181203 - PP1;0;343;52.8;4.4;19.4;104.7229751;14.59005089
08/11/2018 01:00;2391;PS181203 - PP1;0;343;52.8;4.4;19.4;113.4660759;14.48496438
08/11/2018 04:00;2391;PS181203 - PP1;1.6;343;52.8;4.4;19.4;91.16124191;15.24713144
08/11/2018 07:00;2391;PS181203 - PP1;2.6;344;54.2;2.581;13.6;85.46773829;16.94498702
08/11/2018 10:00;2391;PS181203 - PP1;1.3;344;54.2;2.581;13.6;98.20990144;20.91737025
08/11/2018 13:00;2391;PS181203 - PP1;1.8;344;54.2;2.581;13.6;119.3806079;28.13239058
08/11/2018 19:00;2391;PS181203 - PP1;0;344;54.2;2.581;13.6;98.01325184;21.42721851
08/11/2018 22:00;2391;PS181203 - PP1;1.2;344;54.2;2.581;13.6;94.48841684;30.27183843
09/11/2018 02:00;2391;PS181203 - PP1;2;344;54.2;2.581;13.6;84.91377829;39.50154073
09/11/2018 01:00;2391;PS181203 - PP1;2;344;54.2;2.581;13.6;86.77763405;38.47984057
15/11/2018 19:00;2391;PS181203 - PP1;0;351;18.6;6.2;10.6;256.192481;12.51566558
16/11/2018 19:00;2391;PS181203 - PP1;0.8;354;21;1.9091;5.2;187.9434718;4.471908429
16/11/2018 22:00;2391;PS181203 - PP1;0;354;21;1.9091;5.2;144.9165261;10.57293871
17/11/2018 02:00;2391;PS181203 - PP1;0;354;21;1.9091;5.2;98.25252905;13.63418124
17/11/2018 01:00;2391;PS181203 - PP1;0;354;21;1.9091;5.2;108.043412;14.29920477
19/11/2018 19:00;2391;PS181203 - PP1;1.3;357;82.2;3.288;12.8;254.1716934;20.76951008
19/11/2018 22:00;2391;PS181203 - PP1;0.7;357;82.2;3.288;12.8;234.4623222;12.40455304
20/11/2018 02:00;2391;PS181203 - PP1;1.4;357;82.2;3.288;12.8;322.2531946;8.076145863
20/11/2018 01:00;2391;PS181203 - PP1;1.4;357;82.2;3.288;12.8;308.6598083;8.573783354
20/11/2018 04:00;2391;PS181203 - PP1;0;357;82.2;3.288;12.8;342.2286792;8.436574008
20/11/2018 07:00;2391;PS181203 - PP1;0;357;82.2;3.288;12.8;332.7446716;11.47051952
20/11/2018 10:00;2391;PS181203 - PP1;0;357;82.2;3.288;12.8;340.7239011;19.96845675
20/11/2018 13:00;2391;PS181203 - PP1;0;357;82.2;3.288;12.8;337.1663458;27.60419216
20/11/2018 19:00;2391;PS181203 - PP1;0;358;6.2;1.0333;2;314.0608091;22.21674425
20/11/2018 22:00;2391;PS181203 - PP1;0.2;358;6.2;1.0333;2;319.0495817;16.50123008
21/11/2018 01:00;2391;PS181203 - PP1;0.3;358;6.2;1.0333;2;351.4391104;19.37385919
26/11/2018 19:00;2391;PS181203 - PP1;0;367;23.6;2.6222;16.4;97.59464337;1.558672833
26/11/2018 22:00;2391;PS181203 - PP1;0.3;367;23.6;2.6222;16.4;130.1792339;6.066516381
27/11/2018 02:00;2391;PS181203 - PP1;0.2;367;23.6;2.6222;16.4;58.44861505;13.778921
27/11/2018 01:00;2391;PS181203 - PP1;0.2;367;23.6;2.6222;16.4;59.77816173;12.27775554
27/11/2018 04:00;2391;PS181203 - PP1;0;367;23.6;2.6222;16.4;54.71325102;16.40386162
27/11/2018 22:00;2391;PS181203 - PP1;0;369;11.8;1.9667;5.6;97.66680426;10.80862193
28/11/2018 02:00;2391;PS181203 - PP1;0;369;11.8;1.9667;5.6;88.02506599;17.93265201
28/11/2018 01:00;2391;PS181203 - PP1;0.1;369;11.8;1.9667;5.6;90.33703011;17.51030294
28/11/2018 04:00;2391;PS181203 - PP1;0;369;11.8;1.9667;5.6;83.41805534;18.87037586
28/11/2018 19:00;2391;PS181203 - PP1;0;370;7;2.3333;4.6;60.9453959;13.78584876
28/11/2018 22:00;2391;PS181203 - PP1;0;370;7;2.3333;4.6;70.41600623;11.36972581
02/12/2018 19:00;2391;PS181203 - PP1;0;382;13.8;1.38;4.6;254.4626384;23.84021722
02/12/2018 22:00;2391;PS181203 - PP1;0.3;382;13.8;1.38;4.6;239.8913409;20.12194039
03/12/2018 02:00;2391;PS190106 - PP1;0.4;382;13.8;1.38;4.6;226.7534049;14.28175879
03/12/2018 01:00;2391;PS190106 - PP1;0.4;382;13.8;1.38;4.6;225;14.71206369
03/12/2018 04:00;2391;PS190106 - PP1;0;382;13.8;1.38;4.6;226.4688007;14.20690765
05/12/2018 19:00;2391;PS190106 - PP1;0;388;10.8;5.4;8.2;245.6420103;22.72591776
06/12/2018 22:00;2391;PS190106 - PP1;0;391;8.6;1.075;5;286.6750177;23.33217148
07/12/2018 02:00;2391;PS190106 - PP1;0.1;391;8.6;1.075;5;285.6928343;22.46746156
07/12/2018 01:00;2391;PS190106 - PP1;0.1;391;8.6;1.075;5;285.538525;21.91601848
07/12/2018 04:00;2391;PS190106 - PP1;0;391;8.6;1.075;5;284.7561525;23.85890008
07/12/2018 07:00;2391;PS190106 - PP1;0;392;15.2;7.6;13.4;282.9465095;27.58419999
07/12/2018 10:00;2391;PS190106 - PP1;0;392;15.2;7.6;13.4;290.2868231;28.22162409
08/12/2018 02:00;2391;PS190106 - PP1;0.4;394;56.8;3.3412;7.8;256.3668864;28.40429265
08/12/2018 01:00;2391;PS190106 - PP1;0.4;394;56.8;3.3412;7.8;256.8527576;28.98164502
08/12/2018 04:00;2391;PS190106 - PP1;0;394;56.8;3.3412;7.8;253.0267162;26.8150367
08/12/2018 07:00;2391;PS190106 - PP1;0;394;56.8;3.3412;7.8;240.0684882;23.5327389
08/12/2018 10:00;2391;PS190106 - PP1;0;394;56.8;3.3412;7.8;235.0493486;23.37351202
08/12/2018 13:00;2391;PS190106 - PP1;0;394;56.8;3.3412;7.8;236.7365953;26.85378106
08/12/2018 19:00;2391;PS190106 - PP1;0;395;6.2;3.1;5;240.7671825;25.73104102
08/12/2018 22:00;2391;PS190106 - PP1;0;396;15;3.75;5.2;219.6569442;20.33565391
09/12/2018 01:00;2391;PS190106 - PP1;0;396;15;3.75;5.2;170.0316438;17.2554975
15/12/2018 19:00;2391;PS190106 - PP1;0;399;7.4;7.4;7.4;74.475889;3.848397589
21/12/2018 13:00;2391;PS190106 - PP1;0;403;21.2;7.0667;18.8;186.1701751;3.833205578
22/12/2018 19:00;2391;PS190106 - PP1;0;406;66.4;33.2;65.6;208.2016282;8.064314602
22/12/2018 22:00;2391;PS190106 - PP1;0;406;66.4;33.2;65.6;206.1310005;6.080490523
24/12/2018 01:00;2391;PS190106 - PP1;0;409;15.4;7.7;14.8;311.8201699;18.38196535
24/12/2018 19:00;2391;PS190106 - PP1;0;412;76.6;8.5111;35;270.7117122;16.58427945
24/12/2018 22:00;2391;PS190106 - PP1;2.2;412;76.6;8.5111;35;238.4258092;11.60613945
25/12/2018 02:00;2391;PS190106 - PP1;2.3;412;76.6;8.5111;35;201.0837546;9.162369617
25/12/2018 01:00;2391;PS190106 - PP1;2.3;412;76.6;8.5111;35;196.9492242;11.30609751
25/12/2018 19:00;2391;PS190106 - PP1;0;415;13.2;1.65;4.2;268.3070216;20.91813101
25/12/2018 22:00;2391;PS190106 - PP1;0.1;415;13.2;1.65;4.2;255.237383;15.7643847
26/12/2018 02:00;2391;PS190106 - PP1;0.5;415;13.2;1.65;4.2;283.3245313;8.044557166
26/12/2018 01:00;2391;PS190106 - PP1;0.3;415;13.2;1.65;4.2;268.6360725;8.654452033
27/12/2018 13:00;2391;PS190106 - PP1;0;420;35.2;2.7077;7.4;320.4923246;15.21892532
27/12/2018 19:00;2391;PS190106 - PP1;0;420;35.2;2.7077;7.4;278.4431909;13.32845471
27/12/2018 22:00;2391;PS190106 - PP1;0;420;35.2;2.7077;7.4;284.0362435;5.945518312
28/12/2018 02:00;2391;PS190106 - PP1;0;420;35.2;2.7077;7.4;341.9657144;4.65783265
28/12/2018 01:00;2391;PS190106 - PP1;0;420;35.2;2.7077;7.4;331.2602047;3.641599923
28/12/2018 04:00;2391;PS190106 - PP1;0;420;35.2;2.7077;7.4;350.0958168;6.587170106
28/12/2018 19:00;2391;PS190106 - PP1;0;421;6.2;6.2;6.2;258.8320056;24.46222895
30/12/2018 19:00;2391;PS190106 - PP1;0;424;12.8;6.4;9.6;253.0546766;13.78238532
30/12/2018 22:00;2391;PS190106 - PP1;0;424;12.8;6.4;9.6;223.3864611;10.34624618
01/01/2019 19:00;2391;PS190106 - PP1;0;426;19;9.5;18.8;295.9308065;12.48383795
02/01/2019 19:00;2391;PS190106 - PP1;0;429;60.8;10.1333;20;289.9106261;13.91262754
02/01/2019 22:00;2391;PS190106 - PP1;0.8;429;60.8;10.1333;20;296.0646641;10.54882937
03/01/2019 02:00;2391;PS190106 - PP1;0.9;429;60.8;10.1333;20;305.1939072;11.97372231
03/01/2019 01:00;2391;PS190106 - PP1;1;429;60.8;10.1333;20;306.173629;11.86647618
03/01/2019 22:00;2391;PS190106 - PP1;0.3;431;36;12;25.8;235.0606898;9.172206387
04/01/2019 01:00;2391;PS190106 - PP1;0;431;36;12;25.8;232.206057;6.386830591
05/01/2019 22:00;2391;PS190106 - PP1;0;436;30.2;7.55;28;322.9071627;21.17696031
06/01/2019 02:00;2391;PS190210 - PP1;0;436;30.2;7.55;28;332.9044475;29.85010372
06/01/2019 01:00;2391;PS190210 - PP1;0;436;30.2;7.55;28;331.6589046;29.72491489
16/01/2019 19:00;2391;PS190210 - PP1;0;443;12.2;6.1;7.6;249.0754983;11.24776978
16/01/2019 22:00;2391;PS190210 - PP1;0;443;12.2;6.1;7.6;218.5652608;9.748067142
19/01/2019 22:00;2391;PS190210 - PP1;0;446;6.8;2.2667;6.2;274.484606;5.269132092
20/01/2019 02:00;2391;PS190210 - PP1;0;446;6.8;2.2667;6.2;262.4053566;4.676018499
20/01/2019 01:00;2391;PS190210 - PP1;0;446;6.8;2.2667;6.2;259.2611029;6.080490523
20/01/2019 19:00;2391;PS190210 - PP1;0;447;6.4;1.28;3.4;307.1847065;7.498513186
20/01/2019 22:00;2391;PS190210 - PP1;0;447;6.4;1.28;3.4;317.6425453;4.739119433
21/01/2019 01:00;2391;PS190210 - PP1;0;447;6.4;1.28;3.4;324.9041832;4.65783265
21/01/2019 22:00;2391;PS190210 - PP1;0;449;33.2;16.6;33;189.3601908;9.499481775
22/01/2019 02:00;2391;PS190210 - PP1;0;449;33.2;16.6;33;177.8252559;16.28572995
22/01/2019 01:00;2391;PS190210 - PP1;0;449;33.2;16.6;33;184.6986805;15.08870902
25/01/2019 19:00;2391;PS190210 - PP1;0;452;10.8;5.4;9.6;5.355825043;6.620905376
04/02/2019 19:00;2391;PS190210 - PP1;0;458;10;10;10;261.4692344;24.99655304
04/02/2019 22:00;2391;PS190210 - PP1;1.2;459;35.8;2.5571;8.2;251.3654151;18.69613147
05/02/2019 02:00;2391;PS190210 - PP1;0.8;459;35.8;2.5571;8.2;262.9987324;11.83021251
05/02/2019 01:00;2391;PS190210 - PP1;0.9;459;35.8;2.5571;8.2;259.4919779;12.98984777
05/02/2019 04:00;2391;PS190210 - PP1;0;459;35.8;2.5571;8.2;265.6012946;8.057734173
05/02/2019 07:00;2391;PS190210 - PP1;0;459;35.8;2.5571;8.2;161.5650512;2.280002193
05/02/2019 10:00;2391;PS190210 - PP1;0.3;459;35.8;2.5571;8.2;48.12213046;4.011714471
05/02/2019 19:00;2391;PS190210 - PP1;0;461;8.2;1.025;2.8;282.4174458;11.49592593
05/02/2019 22:00;2391;PS190210 - PP1;0;461;8.2;1.025;2.8;281.7385712;8.100411409
06/02/2019 22:00;2391;PS190210 - PP1;0.7;464;19.2;2.4;11.2;303.1356095;26.56860992
07/02/2019 02:00;2391;PS190210 - PP1;1.3;464;19.2;2.4;11.2;288.8583089;26.44874746
07/02/2019 01:00;2391;PS190210 - PP1;1.3;464;19.2;2.4;11.2;288.0295609;27.62128936
07/02/2019 04:00;2391;PS190210 - PP1;0;464;19.2;2.4;11.2;289.8997976;24.20850613
07/02/2019 07:00;2391;PS190210 - PP1;0;464;19.2;2.4;11.2;295.0893739;19.67542655
07/02/2019 10:00;2391;PS190210 - PP1;0;465;7;1.1667;2.6;310.2521119;21.9979162
07/02/2019 13:00;2391;PS190210 - PP1;0;465;7;1.1667;2.6;314.3338;25.05590118
09/02/2019 22:00;2391;PS190210 - PP1;0;467;11;5.5;10.8;253.3549618;10.42795522
10/02/2019 01:00;2391;PS190313 - PP1;0;467;11;5.5;10.8;217.6942405;2.863696388
12/02/2019 22:00;2391;PS190313 - PP1;0;469;44.2;8.84;25.2;257.1756019;12.99311421
13/02/2019 02:00;2391;PS190313 - PP1;0;469;44.2;8.84;25.2;247.4161475;12.60561787
13/02/2019 01:00;2391;PS190313 - PP1;0;469;44.2;8.84;25.2;247.3062051;12.28077945
13/02/2019 10:00;2391;PS190313 - PP1;0.3;471;108.6;8.3538;16.2;210.1013046;24.64456616
13/02/2019 13:00;2391;PS190313 - PP1;0.5;471;108.6;8.3538;16.2;197.1218085;22.74085122
13/02/2019 19:00;2391;PS190313 - PP1;0;471;108.6;8.3538;16.2;224.7561896;17.1156746
13/02/2019 22:00;2391;PS190313 - PP1;0;471;108.6;8.3538;16.2;227.2457426;14.86914792
17/02/2019 19:00;2391;PS190313 - PP1;1;484;8.8;8.8;8.8;288.6049655;32.92989094
18/02/2019 19:00;2391;PS190313 - PP1;0.2;487;30.2;10.0667;25.4;295.5084865;22.48256669
18/02/2019 22:00;2391;PS190313 - PP1;0.7;487;30.2;10.0667;25.4;300.650668;16.16312547
19/02/2019 02:00;2391;PS190313 - PP1;0.7;488;20.8;2.9714;10.4;315.6437457;12.96491404
19/02/2019 01:00;2391;PS190313 - PP1;0.7;488;20.8;2.9714;10.4;312.540956;11.88255785
19/02/2019 04:00;2391;PS190313 - PP1;0;488;20.8;2.9714;10.4;317.5385446;14.79941908
20/02/2019 19:00;2391;PS190313 - PP1;0;492;5.6;2.8;5;288.0761073;15.60203528
25/02/2019 22:00;2391;PS190313 - PP1;0;500;31.4;3.925;12.8;302.8069655;14.82806545
26/02/2019 02:00;2391;PS190313 - PP1;0;500;31.4;3.925;12.8;320.6837063;15.44347529
26/02/2019 01:00;2391;PS190313 - PP1;0;500;31.4;3.925;12.8;315.8905363;14.05827376
26/02/2019 04:00;2391;PS190313 - PP1;0;500;31.4;3.925;12.8;324.3099402;18.0082179
26/02/2019 07:00;2391;PS190313 - PP1;0;500;31.4;3.925;12.8;317.7791669;22.53158843
28/02/2019 04:00;2391;PS190313 - PP1;0;504;7.6;3.8;5.2;319.3527031;27.82925815
02/03/2019 02:00;2391;PS190313 - PP1;0;505;17.2;3.44;9.4;322.3231729;36.56862658
02/03/2019 04:00;2391;PS190313 - PP1;0.7;505;17.2;3.44;9.4;321.867509;40.20036032
02/03/2019 07:00;2391;PS190313 - PP1;1;505;17.2;3.44;9.4;315.9843667;42.39447969
09/03/2019 19:00;2391;PS190313 - PP1;0;513;8.4;4.2;7.8;111.5953104;5.317234714
09/03/2019 22:00;2391;PS190313 - PP1;0;513;8.4;4.2;7.8;144.9262455;5.915106254
10/03/2019 19:00;2391;PS190313 - PP1;0;515;76.2;19.05;53.8;245.8333702;8.805747044
10/03/2019 22:00;2391;PS190313 - PP1;0;515;76.2;19.05;53.8;226.499547;13.91567738
11/03/2019 19:00;2391;PS190313 - PP1;0.5;519;10.8;5.4;9.8;224.1696845;10.05187127
11/03/2019 22:00;2391;PS190313 - PP1;0.7;520;76;12.6667;53.8;181.5693548;7.521821388
12/03/2019 02:00;2391;PS190313 - PP1;0.7;520;76;12.6667;53.8;60.39554925;5.212451343
12/03/2019 01:00;2391;PS190313 - PP1;0.7;520;76;12.6667;53.8;78.92979742;4.827833158
14/03/2019 19:00;2391;PS190413 - PP1;0;525;5.6;5.6;5.6;256.8018795;23.90953711
16/03/2019 19:00;2391;PS190413 - PP1;0.4;533;49.6;9.92;32.4;311.3785153;5.765240411
16/03/2019 22:00;2391;PS190413 - PP1;0.5;533;49.6;9.92;32.4;49.39870535;0.949613079
19/03/2019 19:00;2391;PS190413 - PP1;0;539;41.8;13.9333;40.4;233.4206955;24.37011344
19/03/2019 22:00;2391;PS190413 - PP1;0.3;539;41.8;13.9333;40.4;226.9636575;25.50617764
20/03/2019 19:00;2391;PS190413 - PP1;0;542;9.8;1.6333;3.6;252.5176248;27.42895995
20/03/2019 22:00;2391;PS190413 - PP1;0;542;9.8;1.6333;3.6;237.5288077;24.17320252
21/03/2019 02:00;2391;PS190413 - PP1;0;544;8.8;1.2571;2.2;229.3987054;17.09303542
