longitude,latitude,precipitacao,bioma,frp,satelite,riscofogo,diasemchuva,estado,municipio,data/hora,campanha
-43.758,-22.7886000016744,3,Mata Atlantica,0.5,NPP-375,0,0,RIO DE JANEIRO,SEROPEDICA,2018-08-10 03:24:00,SB180901PP1
-42.9792,-22.8567000016759,"0,4",Mata Atlantica,4.8,NPP-375,0,0,RIO DE JANEIRO,SAO GONCALO,2018-08-10 03:24:00,SB180901PP1
-43.3174,-22.2284000016614,0,Mata Atlantica,1.4,NPP-375,0,1,RIO DE JANEIRO,PARAIBA DO SUL,2018-08-10 15:54:00,SB180901PP1
-43.2501,-22.1475000016594,0,Mata Atlantica,5.9,NPP-375,0,0,RIO DE JANEIRO,PARAIBA DO SUL,2018-08-10 15:54:00,SB180901PP1
-43.2467,-22.1471000016594,0,Mata Atlantica,6.1,NPP-375,0,0,RIO DE JANEIRO,PARAIBA DO SUL,2018-08-10 15:54:00,SB180901PP1
-43.7931,-22.7217000016728,2,Mata Atlantica,2.9,NPP-375,0,0,RIO DE JANEIRO,ITAGUAI,2018-08-10 15:54:00,SB180901PP1
-42.9169,-22.1611000016597,0,Mata Atlantica,0.8,NPP-375,"0,1",2,RIO DE JANEIRO,SAO JOSE DO VALE DO RIO PRETO,2018-08-11 04:48:00,SB180901PP1
-42.9213,-22.1608000016597,0,Mata Atlantica,0.8,NPP-375,"0,1",2,RIO DE JANEIRO,SAO JOSE DO VALE DO RIO PRETO,2018-08-11 04:48:00,SB180901PP1
-42.0952,-22.7464000016734,0,Mata Atlantica,24.0,NPP-375,"0,6",2,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,2018-08-11 15:36:00,SB180901PP1
-42.1009,-22.7469000016734,0,Mata Atlantica,24.0,NPP-375,"0,5",2,RIO DE JANEIRO,SAO PEDRO DA ALDEIA,2018-08-11 15:36:00,SB180901PP1
-43.7374,-22.9345000016777,0,Mata Atlantica,2.8,NPP-375,0,1,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-11 17:12:00,SB180901PP1
-43.7587,-22.7860000016743,0,Mata Atlantica,1.7,NPP-375,"0,1",2,RIO DE JANEIRO,SEROPEDICA,2018-08-12 04:30:00,SB180901PP1
-43.6357,-22.7386000016732,0,Mata Atlantica,8.7,NPP-375,"0,1",2,RIO DE JANEIRO,QUEIMADOS,2018-08-12 16:54:00,SB180901PP1
-43.7851,-22.8370000016755,0,Mata Atlantica,3.5,NPP-375,"0,1",2,RIO DE JANEIRO,ITAGUAI,2018-08-12 16:54:00,SB180901PP1
-44.4919,-22.4564000016667,0,Mata Atlantica,1.8,NPP-375,0,2,RIO DE JANEIRO,ITATIAIA,2018-08-12 16:54:00,SB180901PP1
-44.4929,-22.4563000016667,0,Mata Atlantica,2.3,NPP-375,0,2,RIO DE JANEIRO,ITATIAIA,2018-08-12 16:54:00,SB180901PP1
-41.2815,-21.6448000016475,0,Mata Atlantica,7.2,NPP-375,"0,7",2,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-12 16:54:00,SB180901PP1
-43.7564,-22.7863000016743,0,Mata Atlantica,0.8,NPP-375,"0,1",3,RIO DE JANEIRO,SEROPEDICA,2018-08-13 04:06:00,SB180901PP1
-41.1891,-21.6056000016465,0,Mata Atlantica,3.4,NPP-375,"0,8",3,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-13 16:36:00,SB180901PP1
-44.4222,-22.4608000016668,0,Mata Atlantica,6.9,NPP-375,0,3,RIO DE JANEIRO,RESENDE,2018-08-13 16:36:00,SB180901PP1
-44.4185,-22.4602000016667,0,Mata Atlantica,6.9,NPP-375,0,3,RIO DE JANEIRO,RESENDE,2018-08-13 16:36:00,SB180901PP1
-43.1156,-22.429400001666,0,Mata Atlantica,0.7,NPP-375,0,5,RIO DE JANEIRO,PETROPOLIS,2018-08-14 03:48:00,SB180901PP1
-43.7556,-22.7840000016743,0,Mata Atlantica,0.6,NPP-375,"0,2",4,RIO DE JANEIRO,SEROPEDICA,2018-08-14 03:48:00,SB180901PP1
-42.4691,-22.1781000016601,0,Mata Atlantica,0.6,NPP-375,"0,2",6,RIO DE JANEIRO,BOM JARDIM,2018-08-14 03:48:00,SB180901PP1
-42.6107,-21.9776000016554,0,Mata Atlantica,3.8,NPP-375,"0,3",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.6066,-21.9783000016554,0,Mata Atlantica,3.8,NPP-375,"0,3",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.6019,-21.9756000016554,0,Mata Atlantica,0.8,NPP-375,"0,4",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.61,-21.9742000016553,0,Mata Atlantica,3.8,NPP-375,"0,3",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.606,-21.9749000016553,0,Mata Atlantica,3.8,NPP-375,"0,4",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.6013,-21.9721000016553,0,Mata Atlantica,0.5,NPP-375,"0,4",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.6047,-21.9679000016552,0,Mata Atlantica,5.5,NPP-375,"0,4",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.6141,-21.9735000016553,0,Mata Atlantica,0.9,NPP-375,"0,3",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.6087,-21.9672000016552,0,Mata Atlantica,5.5,NPP-375,"0,3",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.6054,-21.9714000016553,0,Mata Atlantica,5.5,NPP-375,"0,4",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.6094,-21.9707000016553,0,Mata Atlantica,5.5,NPP-375,"0,3",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-42.6134,-21.9700000016552,0,Mata Atlantica,1.1,NPP-375,"0,3",4,RIO DE JANEIRO,CARMO,2018-08-14 03:48:00,SB180901PP1
-43.9544,-22.7028000016724,0,Mata Atlantica,3.5,NPP-375,0,4,RIO DE JANEIRO,RIO CLARO,2018-08-14 16:18:00,SB180901PP1
-41.338,-21.9088000016538,0,Mata Atlantica,3.4,NPP-375,1,4,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-14 16:18:00,SB180901PP1
-42.5861,-22.1976000016606,0,Mata Atlantica,12.9,NPP-375,0,5,RIO DE JANEIRO,NOVA FRIBURGO,2018-08-14 16:18:00,SB180901PP1
-41.9539,-21.7151000016492,0,Mata Atlantica,4.1,NPP-375,1,5,RIO DE JANEIRO,ITAOCARA,2018-08-14 16:18:00,SB180901PP1
-42.0033,-22.1368000016592,0,Mata Atlantica,3.4,NPP-375,"0,1",5,RIO DE JANEIRO,TRAJANO DE MORAES,2018-08-14 16:18:00,SB180901PP1
-43.6866,-22.8980000016769,0,Mata Atlantica,3.2,NPP-375,"0,2",4,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-14 16:18:00,SB180901PP1
-43.7441,-22.8570000016759,0,Mata Atlantica,2.3,NPP-375,"0,2",4,RIO DE JANEIRO,ITAGUAI,2018-08-14 16:18:00,SB180901PP1
-42.1863,-21.1999000016367,0,Mata Atlantica,1.9,NPP-375,"0,9",4,RIO DE JANEIRO,LAJE DO MURIAE,2018-08-14 16:18:00,SB180901PP1
-43.7567,-22.7848000016743,0,Mata Atlantica,0.9,NPP-375,"0,2",5,RIO DE JANEIRO,SEROPEDICA,2018-08-15 03:30:00,SB180901PP1
-43.7589,-22.7848000016743,0,Mata Atlantica,1.1,NPP-375,"0,2",5,RIO DE JANEIRO,SEROPEDICA,2018-08-15 03:30:00,SB180901PP1
-43.6858,-22.2706000016623,0,Mata Atlantica,1.4,NPP-375,"0,3",5,RIO DE JANEIRO,VALENCA,2018-08-15 03:30:00,SB180901PP1
-43.6831,-22.2709000016623,0,Mata Atlantica,1.5,NPP-375,"0,3",5,RIO DE JANEIRO,VALENCA,2018-08-15 03:30:00,SB180901PP1
-42.3115,-22.5358000016685,0,Mata Atlantica,2.6,NPP-375,"0,4",6,RIO DE JANEIRO,SILVA JARDIM,2018-08-15 16:00:00,SB180901PP1
-41.8042,-22.001800001656,0,Mata Atlantica,6.4,NPP-375,1,5,RIO DE JANEIRO,SANTA MARIA MADALENA,2018-08-15 16:00:00,SB180901PP1
-41.6484,-21.8332000016519,0,Mata Atlantica,2.9,NPP-375,1,6,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-15 16:00:00,SB180901PP1
-42.7948,-22.7139000016727,"0,1",Mata Atlantica,10.1,NPP-375,"0,5",6,RIO DE JANEIRO,ITABORAI,2018-08-15 16:00:00,SB180901PP1
-42.5761,-22.861500001676,0,Mata Atlantica,3.8,NPP-375,"0,9",7,RIO DE JANEIRO,SAQUAREMA,2018-08-15 16:00:00,SB180901PP1
-42.6328,-22.7793000016741,0,Mata Atlantica,3.5,NPP-375,"0,7",6,RIO DE JANEIRO,RIO BONITO,2018-08-15 16:00:00,SB180901PP1
-43.7048,-22.8863000016766,0,Mata Atlantica,3.8,NPP-375,"0,2",5,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-15 16:00:00,SB180901PP1
-41.9256,-21.2208000016372,0,Mata Atlantica,3.4,NPP-375,1,5,RIO DE JANEIRO,ITAPERUNA,2018-08-15 16:00:00,SB180901PP1
-41.2907,-21.6228000016469,0,Mata Atlantica,3.6,NPP-375,"0,9",5,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-15 16:00:00,SB180901PP1
-42.8334,-22.8661000016762,"0,3",Mata Atlantica,6.0,NPP-375,"0,3",6,RIO DE JANEIRO,ITABORAI,2018-08-15 16:00:00,SB180901PP1
-42.8309,-22.8651000016761,"0,2",Mata Atlantica,4.1,NPP-375,"0,2",6,RIO DE JANEIRO,ITABORAI,2018-08-15 16:00:00,SB180901PP1
-41.8061,-22.0003000016559,0,Mata Atlantica,5.5,NPP-375,1,5,RIO DE JANEIRO,SANTA MARIA MADALENA,2018-08-15 16:00:00,SB180901PP1
-43.7447,-22.6968000016723,"3,9",Mata Atlantica,5.8,NPP-375,0,5,RIO DE JANEIRO,SEROPEDICA,2018-08-17 17:00:00,SB180901PP1
-43.135,-22.4518000016666,"6,9",Mata Atlantica,6.8,NPP-375,0,7,RIO DE JANEIRO,PETROPOLIS,2018-08-17 17:00:00,SB180901PP1
-43.1346,-22.4568000016667,"6,9",Mata Atlantica,5.9,NPP-375,0,7,RIO DE JANEIRO,PETROPOLIS,2018-08-17 17:00:00,SB180901PP1
-43.1395,-22.4578000016667,7,Mata Atlantica,5.9,NPP-375,0,7,RIO DE JANEIRO,PETROPOLIS,2018-08-17 17:00:00,SB180901PP1
-43.6682,-22.8563000016759,0,Mata Atlantica,2.7,NPP-375,"0,1",0,RIO DE JANEIRO,NOVA IGUACU,2018-08-18 16:42:00,SB180901PP1
-42.9815,-22.857300001676,0,Mata Atlantica,0.5,NPP-375,"0,4",2,RIO DE JANEIRO,SAO GONCALO,2018-08-19 03:54:00,SB180901PP1
-41.3579,-21.8935000016534,0,Mata Atlantica,4.5,NPP-375,"0,9",2,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-19 16:24:00,SB180901PP1
-43.265,-22.1524000016596,0,Mata Atlantica,1.5,NPP-375,"0,5",2,RIO DE JANEIRO,PARAIBA DO SUL,2018-08-19 16:24:00,SB180901PP1
-43.6413,-22.5883000016698,0,Mata Atlantica,4.8,NPP-375,"0,2",2,RIO DE JANEIRO,PARACAMBI,2018-08-19 16:24:00,SB180901PP1
-41.3611,-21.8974000016535,0,Mata Atlantica,2.8,NPP-375,"0,9",2,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-19 16:24:00,SB180901PP1
-44.0424,-22.5018000016677,0,Mata Atlantica,3.9,NPP-375,"0,1",2,RIO DE JANEIRO,VOLTA REDONDA,2018-08-19 16:24:00,SB180901PP1
-44.3725,-22.4499000016665,0,Mata Atlantica,5.1,NPP-375,"0,1",2,RIO DE JANEIRO,RESENDE,2018-08-19 16:24:00,SB180901PP1
-43.6845,-22.6743000016717,0,Mata Atlantica,2.2,NPP-375,"0,3",2,RIO DE JANEIRO,SEROPEDICA,2018-08-19 16:24:00,SB180901PP1
-43.5899,-22.859100001676,0,Mata Atlantica,3.3,NPP-375,0,2,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-19 16:24:00,SB180901PP1
-43.6571,-22.9515000016781,0,Mata Atlantica,1.0,NPP-375,"0,2",2,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-19 16:24:00,SB180901PP1
-43.6561,-22.9525000016781,0,Mata Atlantica,1.6,NPP-375,"0,2",2,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-19 16:24:00,SB180901PP1
-43.5894,-22.8625000016761,0,Mata Atlantica,11.1,NPP-375,"0,4",2,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-19 16:24:00,SB180901PP1
-43.7586,-22.8756000016764,0,Mata Atlantica,4.1,NPP-375,"0,4",2,RIO DE JANEIRO,ITAGUAI,2018-08-19 16:24:00,SB180901PP1
-43.7588,-22.7889000016744,0,Mata Atlantica,0.7,NPP-375,"0,5",3,RIO DE JANEIRO,SEROPEDICA,2018-08-20 03:36:00,SB180901PP1
-43.7578,-22.7847000016743,0,Mata Atlantica,0.8,NPP-375,"0,5",3,RIO DE JANEIRO,SEROPEDICA,2018-08-20 03:36:00,SB180901PP1
-41.0113,-21.3733000016409,0,Mata Atlantica,2.6,NPP-375,1,3,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,2018-08-20 16:06:00,SB180901PP1
-43.6952,-22.7092000016725,0,Mata Atlantica,5.3,NPP-375,"0,5",3,RIO DE JANEIRO,SEROPEDICA,2018-08-20 16:06:00,SB180901PP1
-43.6407,-22.4190000016658,0,Mata Atlantica,9.6,NPP-375,"0,3",3,RIO DE JANEIRO,VASSOURAS,2018-08-20 16:06:00,SB180901PP1
-43.364,-22.4177000016658,0,Mata Atlantica,2.2,NPP-375,"0,4",3,RIO DE JANEIRO,PATY DO ALFERES,2018-08-20 16:06:00,SB180901PP1
-43.8036,-22.6775000016718,0,Mata Atlantica,6.9,NPP-375,"0,5",3,RIO DE JANEIRO,PARACAMBI,2018-08-20 16:06:00,SB180901PP1
-43.756,-22.7843000016743,0,Mata Atlantica,1.2,NPP-375,"0,7",3,RIO DE JANEIRO,SEROPEDICA,2018-08-21 03:18:00,SB180901PP1
-41.3598,-21.9043000016537,0,Mata Atlantica,11.7,NPP-375,1,4,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-21 15:48:00,SB180901PP1
-41.2219,-21.9566000016549,0,Mata Atlantica,5.2,NPP-375,1,4,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-21 15:48:00,SB180901PP1
-41.644,-21.2180000016372,0,Mata Atlantica,2.9,NPP-375,1,4,RIO DE JANEIRO,BOM JESUS DO ITABAPOANA,2018-08-21 15:48:00,SB180901PP1
-41.8918,-21.4546000016429,0,Mata Atlantica,4.1,NPP-375,1,4,RIO DE JANEIRO,CAMBUCI,2018-08-21 15:48:00,SB180901PP1
-44.0706,-22.4403000016663,0,Mata Atlantica,5.5,NPP-375,0,4,RIO DE JANEIRO,VOLTA REDONDA,2018-08-21 15:48:00,SB180901PP1
-44.072,-22.4420000016663,0,Mata Atlantica,4.7,NPP-375,0,4,RIO DE JANEIRO,VOLTA REDONDA,2018-08-21 15:48:00,SB180901PP1
-43.6542,-22.6047000016701,0,Mata Atlantica,8.8,NPP-375,"0,8",3,RIO DE JANEIRO,PARACAMBI,2018-08-21 17:30:00,SB180901PP1
-43.6507,-22.6057000016702,0,Mata Atlantica,15.3,NPP-375,"0,8",3,RIO DE JANEIRO,PARACAMBI,2018-08-21 17:30:00,SB180901PP1
-43.6472,-22.6030000016701,0,Mata Atlantica,8.8,NPP-375,"0,8",3,RIO DE JANEIRO,PARACAMBI,2018-08-21 17:30:00,SB180901PP1
-44.5834,-22.5067000016679,0,Mata Atlantica,3.0,NPP-375,"0,8",5,RIO DE JANEIRO,ITATIAIA,2018-08-22 17:06:00,SB180901PP1
-43.7284,-22.4900000016675,"5,7",Mata Atlantica,2.1,NPP-375,"0,1",5,RIO DE JANEIRO,MENDES,2018-08-22 17:06:00,SB180901PP1
-43.7517,-22.4897000016674,"6,4",Mata Atlantica,5.5,NPP-375,"0,5",5,RIO DE JANEIRO,MENDES,2018-08-22 17:06:00,SB180901PP1
-43.661,-22.6163000016704,"2,6",Mata Atlantica,3.4,NPP-375,1,2,RIO DE JANEIRO,PARACAMBI,2018-08-22 17:06:00,SB180901PP1
-41.8582,-21.5983000016464,"0,7",Mata Atlantica,5.0,NPP-375,1,5,RIO DE JANEIRO,SAO FIDELIS,2018-08-22 17:06:00,SB180901PP1
-43.8493,-22.7232000016729,"1,3",Mata Atlantica,3.1,NPP-375,"0,9",5,RIO DE JANEIRO,PIRAI,2018-08-22 17:06:00,SB180901PP1
-42.2107,-22.6317000016708,"0,4",Mata Atlantica,6.2,NPP-375,1,5,RIO DE JANEIRO,ARARUAMA,2018-08-22 17:06:00,SB180901PP1
-41.4034,-21.8121000016515,"0,2",Mata Atlantica,4.9,NPP-375,1,5,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-22 17:06:00,SB180901PP1
-41.4005,-21.8158000016516,"0,2",Mata Atlantica,4.7,NPP-375,1,5,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-22 17:06:00,SB180901PP1
-41.8574,-21.5993000016464,"0,7",Mata Atlantica,5.6,NPP-375,1,5,RIO DE JANEIRO,SAO FIDELIS,2018-08-22 17:06:00,SB180901PP1
-41.1759,-21.6947000016487,"0,1",Mata Atlantica,3.0,NPP-375,1,5,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-22 17:06:00,SB180901PP1
-43.6902,-22.2697000016623,"0,5",Mata Atlantica,2.2,NPP-375,"0,5",5,RIO DE JANEIRO,VALENCA,2018-08-22 17:06:00,SB180901PP1
-44.449,-22.4155000016657,"0,2",Mata Atlantica,7.2,NPP-375,0,4,RIO DE JANEIRO,RESENDE,2018-08-22 17:06:00,SB180901PP1
-43.6848,-22.2740000016624,"0,5",Mata Atlantica,8.6,NPP-375,"0,9",5,RIO DE JANEIRO,VALENCA,2018-08-22 17:06:00,SB180901PP1
-43.6882,-22.2747000016624,"0,5",Mata Atlantica,2.2,NPP-375,1,5,RIO DE JANEIRO,VALENCA,2018-08-22 17:06:00,SB180901PP1
-43.7523,-22.902500001677,0,Mata Atlantica,5.1,NPP-375,"0,6",4,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-23 16:48:00,SB180901PP1
-41.8161,-21.3411000016402,"0,1",Mata Atlantica,3.5,NPP-375,"0,7",6,RIO DE JANEIRO,CAMBUCI,2018-08-23 16:48:00,SB180901PP1
-41.2992,-21.5907000016462,"0,7",Mata Atlantica,10.0,NPP-375,1,5,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-23 16:48:00,SB180901PP1
-42.3449,-22.3335000016638,"0,7",Mata Atlantica,3.8,NPP-375,"0,2",6,RIO DE JANEIRO,NOVA FRIBURGO,2018-08-23 16:48:00,SB180901PP1
-43.6877,-22.5612000016691,0,Mata Atlantica,6.9,NPP-375,"0,1",5,RIO DE JANEIRO,PARACAMBI,2018-08-23 16:48:00,SB180901PP1
-44.0124,-22.5963000016699,0,Mata Atlantica,18.5,NPP-375,"0,9",6,RIO DE JANEIRO,PIRAI,2018-08-23 16:48:00,SB180901PP1
-41.326,-21.5713000016457,"0,7",Mata Atlantica,2.7,NPP-375,1,5,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-23 16:48:00,SB180901PP1
-42.9815,-22.8554000016759,0,Mata Atlantica,0.3,NPP-375,1,7,RIO DE JANEIRO,SAO GONCALO,2018-08-24 04:00:00,SB180901PP1
-44.1431,-22.5677000016693,"0,6",Mata Atlantica,1.1,NPP-375,"0,8",6,RIO DE JANEIRO,BARRA MANSA,2018-08-24 16:30:00,SB180901PP1
-42.7237,-22.5829000016696,0,Mata Atlantica,2.6,NPP-375,"0,8",0,RIO DE JANEIRO,CACHOEIRAS DE MACACU,2018-08-24 16:30:00,SB180901PP1
-43.7169,-22.9518000016781,"0,3",Mata Atlantica,3.7,NPP-375,1,7,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-24 16:30:00,SB180901PP1
-43.6819,-22.8660000016761,"0,2",Mata Atlantica,5.5,NPP-375,"0,6",3,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-24 16:30:00,SB180901PP1
-43.7163,-22.9551000016782,"0,3",Mata Atlantica,3.7,NPP-375,1,7,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-24 16:30:00,SB180901PP1
-42.8078,-22.8468000016757,0,Mata Atlantica,5.7,NPP-375,1,2,RIO DE JANEIRO,ITABORAI,2018-08-24 16:30:00,SB180901PP1
-42.2734,-22.772800001674,"0,1",Mata Atlantica,1.8,NPP-375,1,0,RIO DE JANEIRO,ARARUAMA,2018-08-24 16:30:00,SB180901PP1
-44.0596,-22.60150000167,"0,6",Mata Atlantica,3.0,NPP-375,"0,7",6,RIO DE JANEIRO,PIRAI,2018-08-24 16:30:00,SB180901PP1
-43.8095,-22.8214000016751,"0,3",Mata Atlantica,8.9,NPP-375,1,5,RIO DE JANEIRO,ITAGUAI,2018-08-24 16:30:00,SB180901PP1
-42.7049,-22.813600001675,"0,2",Mata Atlantica,3.3,NPP-375,1,7,RIO DE JANEIRO,TANGUA,2018-08-24 16:30:00,SB180901PP1
-41.8452,-21.4770000016434,0,Mata Atlantica,5.5,NPP-375,"0,3",7,RIO DE JANEIRO,CAMBUCI,2018-08-24 16:30:00,SB180901PP1
-41.7137,-20.9841000016315,0,Mata Atlantica,7.1,NPP-375,1,7,RIO DE JANEIRO,BOM JESUS DO ITABAPOANA,2018-08-24 16:30:00,SB180901PP1
-42.5981,-21.9239000016542,"0,4",Mata Atlantica,6.0,NPP-375,1,7,RIO DE JANEIRO,CARMO,2018-08-24 16:30:00,SB180901PP1
-43.7331,-22.3981000016653,"0,2",Mata Atlantica,4.2,NPP-375,"0,9",6,RIO DE JANEIRO,VASSOURAS,2018-08-24 16:30:00,SB180901PP1
-42.9149,-22.1544000016596,"0,7",Mata Atlantica,4.1,NPP-375,"0,6",5,RIO DE JANEIRO,SAO JOSE DO VALE DO RIO PRETO,2018-08-24 16:30:00,SB180901PP1
-43.72,-22.9557000016782,"0,2",Mata Atlantica,3.7,NPP-375,1,7,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-24 16:30:00,SB180901PP1
-41.9614,-22.4815000016672,0,Mata Atlantica,1.8,NPP-375,1,0,RIO DE JANEIRO,RIO DAS OSTRAS,2018-08-24 16:30:00,SB180901PP1
-41.9575,-22.4809000016673,0,Mata Atlantica,2.2,NPP-375,1,0,RIO DE JANEIRO,RIO DAS OSTRAS,2018-08-24 16:30:00,SB180901PP1
-43.7079,-22.9383000016778,"0,3",Mata Atlantica,3.0,NPP-375,1,5,RIO DE JANEIRO,RIO DE JANEIRO,2018-08-24 16:30:00,SB180901PP1
-42.6264,-22.4336000016662,0,Mata Atlantica,1.8,NPP-375,"0,1",1,RIO DE JANEIRO,CACHOEIRAS DE MACACU,2018-08-24 16:30:00,SB180901PP1
-41.1166,-21.4728000016434,0,Mata Atlantica,1.1,NPP-375,1,8,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,2018-08-25 03:42:00,SB180901PP1
-42.8655,-22.382600001665,"7,7",Mata Atlantica,1.6,NPP-375,0,6,RIO DE JANEIRO,TERESOPOLIS,2018-08-25 03:42:00,SB180901PP1
-42.8648,-22.3789000016648,"7,6",Mata Atlantica,1.6,NPP-375,0,6,RIO DE JANEIRO,TERESOPOLIS,2018-08-25 03:42:00,SB180901PP1
-42.8623,-22.3802000016649,"7,6",Mata Atlantica,4.2,NPP-375,0,6,RIO DE JANEIRO,TERESOPOLIS,2018-08-25 03:42:00,SB180901PP1
-42.9227,-22.7028000016724,"13,2",Mata Atlantica,1.2,NPP-375,"0,1",3,RIO DE JANEIRO,ITABORAI,2018-08-25 03:42:00,SB180901PP1
-41.1333,-21.791800001651,"0,1",Mata Atlantica,180.5,NPP-375,1,7,RIO DE JANEIRO,SAO JOAO DA BARRA,2018-08-25 16:12:00,SB180901PP1
-41.1362,-21.7993000016512,"0,1",Mata Atlantica,44.2,NPP-375,1,7,RIO DE JANEIRO,SAO JOAO DA BARRA,2018-08-25 16:12:00,SB180901PP1
-41.3529,-21.8579000016525,0,Mata Atlantica,2.6,NPP-375,1,2,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-25 16:12:00,SB180901PP1
-41.1322,-21.7988000016511,"0,1",Mata Atlantica,44.2,NPP-375,1,7,RIO DE JANEIRO,SAO JOAO DA BARRA,2018-08-25 16:12:00,SB180901PP1
-41.1327,-21.7953000016511,"0,1",Mata Atlantica,44.2,NPP-375,1,7,RIO DE JANEIRO,SAO JOAO DA BARRA,2018-08-25 16:12:00,SB180901PP1
-41.1409,-21.7964000016511,"0,1",Mata Atlantica,7.9,NPP-375,1,7,RIO DE JANEIRO,SAO JOAO DA BARRA,2018-08-25 16:12:00,SB180901PP1
-41.1666,-21.958500001655,"0,3",Mata Atlantica,7.9,NPP-375,1,2,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-25 16:12:00,SB180901PP1
-41.1672,-21.9550000016549,"0,3",Mata Atlantica,17.7,NPP-375,1,2,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-25 16:12:00,SB180901PP1
-41.167,-21.9541000016548,"0,3",Mata Atlantica,4.9,NPP-375,1,2,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-08-25 16:12:00,SB180901PP1
-41.5721,-22.1138000016587,"0,5",Mata Atlantica,6.7,NPP-375,1,2,RIO DE JANEIRO,QUISSAMA,2018-08-25 16:12:00,SB180901PP1
-41.0353,-21.3859000016413,0,Mata Atlantica,7.3,NPP-375,1,8,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,2018-08-25 16:12:00,SB180901PP1
-41.5712,-22.1142000016586,"0,4",Mata Atlantica,6.2,NPP-375,1,2,RIO DE JANEIRO,QUISSAMA,2018-08-25 16:12:00,SB180901PP1
-42.095,-22.5215000016682,"0,7",Mata Atlantica,1.5,NPP-375,"0,9",2,RIO DE JANEIRO,CASIMIRO DE ABREU,2018-08-26 03:24:00,SB180901PP1
-43.811,-22.8213000016751,0,Mata Atlantica,17.7,NPP-375,"0,2",2,RIO DE JANEIRO,ITAGUAI,2018-08-28 16:54:00,SB180901PP1
-42.9812,-22.8565000016759,0,Mata Atlantica,0.6,NPP-375,"0,6",3,RIO DE JANEIRO,SAO GONCALO,2018-08-29 04:06:00,SB180901PP1
-43.758,-22.7866000016743,0,Mata Atlantica,0.7,NPP-375,"0,3",3,RIO DE JANEIRO,SEROPEDICA,2018-08-29 04:06:00,SB180901PP1
-44.0886,-22.2915000016628,0,Mata Atlantica,7.4,NPP-375,"0,2",3,RIO DE JANEIRO,VALENCA,2018-08-29 16:36:00,SB180901PP1
-43.8257,-22.7527000016736,0,Mata Atlantica,5.0,NPP-375,"0,1",3,RIO DE JANEIRO,ITAGUAI,2018-08-29 16:36:00,SB180901PP1
