longitude,latitude,precipitacao,bioma,frp,satelite,riscofogo,diasemchuva,estado,municipio,data/hora,campanha
-43.7566,-22.901500001677,0,Mata Atlantica,1.3,NPP-375,1,0,RIO DE JANEIRO,RIO DE JANEIRO,2018-07-01 04:12:00,SB180801PP1
-43.1105,-22.4582000016667,0,Mata Atlantica,2.1,NPP-375,"0,7",20,RIO DE JANEIRO,PETROPOLIS,2018-07-01 04:12:00,SB180801PP1
-43.7568,-22.7082000016725,0,Mata Atlantica,1.1,NPP-375,1,6,RIO DE JANEIRO,ITAGUAI,2018-07-01 04:12:00,SB180801PP1
-43.7562,-22.7047000016724,0,Mata Atlantica,1.1,NPP-375,1,7,RIO DE JANEIRO,ITAGUAI,2018-07-01 04:12:00,SB180801PP1
-43.7522,-22.902100001677,0,Mata Atlantica,1.3,NPP-375,1,0,RIO DE JANEIRO,RIO DE JANEIRO,2018-07-01 04:12:00,SB180801PP1
-43.7576,-22.7862000016743,0,Mata Atlantica,1.3,NPP-375,1,0,RIO DE JANEIRO,SEROPEDICA,2018-07-01 04:12:00,SB180801PP1
-44.4275,-22.4601000016668,0,Mata Atlantica,4.0,NPP-375,1,15,RIO DE JANEIRO,RESENDE,2018-07-01 16:42:00,SB180801PP1
-43.7238,-22.7240000016729,0,Mata Atlantica,10.2,NPP-375,1,7,RIO DE JANEIRO,SEROPEDICA,2018-07-01 16:42:00,SB180801PP1
-43.7281,-22.7247000016729,0,Mata Atlantica,4.3,NPP-375,1,6,RIO DE JANEIRO,SEROPEDICA,2018-07-01 16:42:00,SB180801PP1
-42.7582,-22.4371000016662,0,Mata Atlantica,2.4,NPP-375,"0,9",20,RIO DE JANEIRO,CACHOEIRAS DE MACACU,2018-07-01 16:42:00,SB180801PP1
-42.9918,-22.0485000016571,0,Mata Atlantica,7.4,NPP-375,1,20,RIO DE JANEIRO,SAPUCAIA,2018-07-01 16:42:00,SB180801PP1
-43.3838,-22.4134000016657,0,Mata Atlantica,2.9,NPP-375,1,19,RIO DE JANEIRO,PATY DO ALFERES,2018-07-01 16:42:00,SB180801PP1
-42.7571,-22.4361000016662,0,Mata Atlantica,2.3,NPP-375,"0,9",20,RIO DE JANEIRO,CACHOEIRAS DE MACACU,2018-07-01 16:42:00,SB180801PP1
-41.4266,-21.6801000016483,0,Mata Atlantica,2.8,NPP-375,1,21,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-01 16:42:00,SB180801PP1
-41.3086,-21.8961000016535,0,Mata Atlantica,3.0,NPP-375,1,21,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-01 16:42:00,SB180801PP1
-43.2177,-22.1340000016591,0,Mata Atlantica,5.6,NPP-375,1,20,RIO DE JANEIRO,TRES RIOS,2018-07-01 16:42:00,SB180801PP1
-43.7286,-22.3991000016653,0,Mata Atlantica,3.2,NPP-375,1,15,RIO DE JANEIRO,VASSOURAS,2018-07-01 16:42:00,SB180801PP1
-42.9955,-22.047600001657,0,Mata Atlantica,11.0,NPP-375,1,20,RIO DE JANEIRO,SAPUCAIA,2018-07-01 16:42:00,SB180801PP1
-42.9925,-22.044800001657,0,Mata Atlantica,8.2,NPP-375,1,20,RIO DE JANEIRO,SAPUCAIA,2018-07-01 16:42:00,SB180801PP1
-42.9916,-22.0431000016569,0,Mata Atlantica,5.5,NPP-375,1,20,RIO DE JANEIRO,SAPUCAIA,2018-07-01 16:42:00,SB180801PP1
-43.7561,-22.7854000016743,0,Mata Atlantica,0.7,NPP-375,1,2,RIO DE JANEIRO,SEROPEDICA,2018-07-02 03:54:00,SB180801PP1
-41.2874,-21.5244000016446,0,Mata Atlantica,0.8,NPP-375,1,24,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-02 03:54:00,SB180801PP1
-41.2836,-21.5250000016446,0,Mata Atlantica,0.8,NPP-375,1,24,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-02 03:54:00,SB180801PP1
-43.59,-22.5649000016692,0,Mata Atlantica,0.8,NPP-375,1,21,RIO DE JANEIRO,MIGUEL PEREIRA,2018-07-02 03:54:00,SB180801PP1
-42.852,-22.3588000016644,0,Mata Atlantica,0.7,NPP-375,"0,8",21,RIO DE JANEIRO,TERESOPOLIS,2018-07-02 03:54:00,SB180801PP1
-43.1274,-22.3383000016639,0,Mata Atlantica,14.8,NPP-375,"0,8",21,RIO DE JANEIRO,PETROPOLIS,2018-07-02 16:24:00,SB180801PP1
-41.4339,-21.6759000016482,0,Mata Atlantica,5.3,NPP-375,1,22,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-02 16:24:00,SB180801PP1
-43.128,-22.3349000016638,0,Mata Atlantica,14.8,NPP-375,"0,8",21,RIO DE JANEIRO,PETROPOLIS,2018-07-02 16:24:00,SB180801PP1
-43.6654,-22.8044000016747,0,Mata Atlantica,2.5,NPP-375,1,16,RIO DE JANEIRO,SEROPEDICA,2018-07-02 16:24:00,SB180801PP1
-41.1348,-21.4848000016436,0,Mata Atlantica,2.4,NPP-375,1,22,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,2018-07-02 16:24:00,SB180801PP1
-42.8412,-22.3622000016645,0,Mata Atlantica,9.2,NPP-375,"0,8",21,RIO DE JANEIRO,TERESOPOLIS,2018-07-02 16:24:00,SB180801PP1
-42.8451,-22.3627000016645,0,Mata Atlantica,10.0,NPP-375,"0,8",21,RIO DE JANEIRO,TERESOPOLIS,2018-07-02 16:24:00,SB180801PP1
-41.4383,-21.6731000016481,0,Mata Atlantica,4.1,NPP-375,1,22,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-02 16:24:00,SB180801PP1
-43.7523,-22.8237000016752,0,Mata Atlantica,10.4,NPP-375,1,2,RIO DE JANEIRO,SEROPEDICA,2018-07-02 16:24:00,SB180801PP1
-43.6659,-22.8523000016759,0,Mata Atlantica,2.5,NPP-375,1,18,RIO DE JANEIRO,NOVA IGUACU,2018-07-02 16:24:00,SB180801PP1
-42.8387,-22.8533000016759,0,Mata Atlantica,2.6,NPP-375,1,15,RIO DE JANEIRO,ITABORAI,2018-07-02 16:24:00,SB180801PP1
-43.7528,-22.8202000016751,0,Mata Atlantica,11.7,NPP-375,1,2,RIO DE JANEIRO,SEROPEDICA,2018-07-02 16:24:00,SB180801PP1
-42.0891,-21.6588000016478,0,Mata Atlantica,1.2,NPP-375,1,22,RIO DE JANEIRO,APERIBE,2018-07-02 16:24:00,SB180801PP1
-42.2341,-21.5536000016453,0,Mata Atlantica,2.3,NPP-375,1,21,RIO DE JANEIRO,SANTO ANTONIO DE PADUA,2018-07-02 16:24:00,SB180801PP1
-41.8945,-21.33190000164,0,Mata Atlantica,0.4,NPP-375,1,23,RIO DE JANEIRO,SAO JOSE DE UBA,2018-07-02 16:24:00,SB180801PP1
-43.1185,-22.4623000016668,0,Mata Atlantica,4.6,NPP-375,"0,7",21,RIO DE JANEIRO,PETROPOLIS,2018-07-02 16:24:00,SB180801PP1
-43.1154,-22.4584000016667,0,Mata Atlantica,7.4,NPP-375,"0,7",21,RIO DE JANEIRO,PETROPOLIS,2018-07-02 16:24:00,SB180801PP1
-44.0942,-22.5887000016698,0,Mata Atlantica,1.6,NPP-375,1,13,RIO DE JANEIRO,VOLTA REDONDA,2018-07-02 16:24:00,SB180801PP1
-42.2021,-22.5744000016694,0,Mata Atlantica,2.3,NPP-375,1,21,RIO DE JANEIRO,SILVA JARDIM,2018-07-02 16:24:00,SB180801PP1
-42.8406,-22.3655000016646,0,Mata Atlantica,9.2,NPP-375,"0,8",21,RIO DE JANEIRO,TERESOPOLIS,2018-07-02 16:24:00,SB180801PP1
-42.8445,-22.3661000016646,0,Mata Atlantica,10.0,NPP-375,"0,8",21,RIO DE JANEIRO,TERESOPOLIS,2018-07-02 16:24:00,SB180801PP1
-43.8222,-22.4504000016665,0,Mata Atlantica,4.5,NPP-375,"0,9",16,RIO DE JANEIRO,BARRA DO PIRAI,2018-07-02 16:24:00,SB180801PP1
-43.6831,-22.642800001671,0,Mata Atlantica,1.5,NPP-375,1,17,RIO DE JANEIRO,PARACAMBI,2018-07-02 16:24:00,SB180801PP1
-43.6614,-22.8038000016748,0,Mata Atlantica,3.3,NPP-375,1,17,RIO DE JANEIRO,SEROPEDICA,2018-07-02 16:24:00,SB180801PP1
-43.1192,-22.4590000016667,0,Mata Atlantica,2.6,NPP-375,"0,7",21,RIO DE JANEIRO,PETROPOLIS,2018-07-02 16:24:00,SB180801PP1
-43.7568,-22.8208000016751,0,Mata Atlantica,11.7,NPP-375,1,2,RIO DE JANEIRO,SEROPEDICA,2018-07-02 16:24:00,SB180801PP1
-43.9256,-22.5211000016682,0,Mata Atlantica,5.1,NPP-375,1,18,RIO DE JANEIRO,PINHEIRAL,2018-07-02 16:24:00,SB180801PP1
-44.17,-22.4983000016676,"0,1",Mata Atlantica,3.2,NPP-375,1,18,RIO DE JANEIRO,BARRA MANSA,2018-07-02 16:24:00,SB180801PP1
-43.5608,-22.7966000016746,0,Mata Atlantica,4.1,NPP-375,1,17,RIO DE JANEIRO,NOVA IGUACU,2018-07-02 16:24:00,SB180801PP1
-43.8338,-22.8281000016753,0,Mata Atlantica,2.9,NPP-375,1,2,RIO DE JANEIRO,ITAGUAI,2018-07-02 16:24:00,SB180801PP1
-44.1065,-22.5910000016698,0,Mata Atlantica,1.9,NPP-375,1,13,RIO DE JANEIRO,BARRA MANSA,2018-07-03 03:36:00,SB180801PP1
-42.8545,-22.7898000016744,0,Mata Atlantica,1.0,NPP-375,1,21,RIO DE JANEIRO,ITABORAI,2018-07-03 03:36:00,SB180801PP1
-42.8553,-22.7938000016745,0,Mata Atlantica,1.0,NPP-375,1,20,RIO DE JANEIRO,ITABORAI,2018-07-03 03:36:00,SB180801PP1
-43.1227,-22.4622000016668,0,Mata Atlantica,0.8,NPP-375,"0,7",22,RIO DE JANEIRO,PETROPOLIS,2018-07-03 03:36:00,SB180801PP1
-43.5796,-22.7327000016731,0,Mata Atlantica,3.5,NPP-375,1,18,RIO DE JANEIRO,QUEIMADOS,2018-07-03 16:06:00,SB180801PP1
-43.5686,-22.8295000016753,0,Mata Atlantica,3.6,NPP-375,"0,9",18,RIO DE JANEIRO,NOVA IGUACU,2018-07-03 16:06:00,SB180801PP1
-43.5636,-22.5444000016687,0,Mata Atlantica,1.4,NPP-375,"0,8",23,RIO DE JANEIRO,MIGUEL PEREIRA,2018-07-03 16:06:00,SB180801PP1
-43.7425,-22.8483000016757,0,Mata Atlantica,3.3,NPP-375,1,4,RIO DE JANEIRO,ITAGUAI,2018-07-03 16:06:00,SB180801PP1
-41.665,-22.2374000016615,0,Mata Atlantica,3.3,NPP-375,1,23,RIO DE JANEIRO,CARAPEBUS,2018-07-03 16:06:00,SB180801PP1
-43.5785,-22.7325000016731,0,Mata Atlantica,2.8,NPP-375,1,18,RIO DE JANEIRO,QUEIMADOS,2018-07-03 16:06:00,SB180801PP1
-43.6251,-22.7332000016731,0,Mata Atlantica,3.2,NPP-375,1,18,RIO DE JANEIRO,QUEIMADOS,2018-07-03 16:06:00,SB180801PP1
-43.6239,-22.7334000016731,0,Mata Atlantica,3.1,NPP-375,1,18,RIO DE JANEIRO,QUEIMADOS,2018-07-03 16:06:00,SB180801PP1
-42.9149,-22.6586000016713,0,Mata Atlantica,4.0,NPP-375,1,23,RIO DE JANEIRO,GUAPIMIRIM,2018-07-03 16:06:00,SB180801PP1
-43.6004,-22.7041000016724,0,Mata Atlantica,7.5,NPP-375,1,18,RIO DE JANEIRO,QUEIMADOS,2018-07-03 16:06:00,SB180801PP1
-43.5361,-22.7099000016726,0,Mata Atlantica,1.7,NPP-375,1,18,RIO DE JANEIRO,NOVA IGUACU,2018-07-03 16:06:00,SB180801PP1
-43.5706,-22.8291000016753,0,Mata Atlantica,2.5,NPP-375,"0,9",18,RIO DE JANEIRO,NOVA IGUACU,2018-07-03 16:06:00,SB180801PP1
-43.7419,-22.8527000016759,0,Mata Atlantica,5.0,NPP-375,1,4,RIO DE JANEIRO,ITAGUAI,2018-07-03 16:06:00,SB180801PP1
-43.7443,-22.8491000016758,0,Mata Atlantica,3.4,NPP-375,1,4,RIO DE JANEIRO,ITAGUAI,2018-07-03 16:06:00,SB180801PP1
-41.2681,-21.5167000016444,0,Mata Atlantica,3.1,NPP-375,1,25,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-03 16:06:00,SB180801PP1
-42.5423,-22.7935000016745,0,Mata Atlantica,10.6,NPP-375,1,22,RIO DE JANEIRO,RIO BONITO,2018-07-03 16:06:00,SB180801PP1
-42.8811,-22.8254000016752,0,Mata Atlantica,3.2,NPP-375,1,19,RIO DE JANEIRO,ITABORAI,2018-07-03 16:06:00,SB180801PP1
-43.7438,-22.8535000016759,0,Mata Atlantica,4.8,NPP-375,1,4,RIO DE JANEIRO,ITAGUAI,2018-07-03 16:06:00,SB180801PP1
-43.237,-22.1385000016592,0,Mata Atlantica,5.2,NPP-375,1,23,RIO DE JANEIRO,PARAIBA DO SUL,2018-07-04 17:24:00,SB180801PP1
-43.6241,-22.4056000016655,0,Mata Atlantica,4.7,NPP-375,1,19,RIO DE JANEIRO,VASSOURAS,2018-07-05 17:06:00,SB180801PP1
-41.2996,-21.8830000016532,0,Mata Atlantica,4.8,NPP-375,1,25,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-05 17:06:00,SB180801PP1
-43.8399,-22.4893000016674,0,Mata Atlantica,4.3,NPP-375,1,19,RIO DE JANEIRO,BARRA DO PIRAI,2018-07-05 17:06:00,SB180801PP1
-41.322,-21.8107000016515,0,Mata Atlantica,5.7,NPP-375,1,25,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-05 17:06:00,SB180801PP1
-43.8317,-22.7103000016726,0,Mata Atlantica,3.4,NPP-375,1,10,RIO DE JANEIRO,PIRAI,2018-07-05 17:06:00,SB180801PP1
-41.295,-21.8819000016531,0,Mata Atlantica,7.2,NPP-375,1,25,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-05 17:06:00,SB180801PP1
-41.4241,-21.6750000016482,0,Mata Atlantica,3.9,NPP-375,1,26,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-06 16:48:00,SB180801PP1
-41.4195,-21.6741000016482,0,Mata Atlantica,3.7,NPP-375,1,26,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-06 16:48:00,SB180801PP1
-43.517,-22.4667000016669,0,Mata Atlantica,0.9,NPP-375,"0,8",21,RIO DE JANEIRO,MIGUEL PEREIRA,2018-07-07 04:00:00,SB180801PP1
-43.5207,-22.4661000016669,0,Mata Atlantica,0.9,NPP-375,"0,8",21,RIO DE JANEIRO,MIGUEL PEREIRA,2018-07-07 04:00:00,SB180801PP1
-43.5164,-22.4633000016668,0,Mata Atlantica,0.4,NPP-375,"0,8",21,RIO DE JANEIRO,MIGUEL PEREIRA,2018-07-07 04:00:00,SB180801PP1
-43.5201,-22.4627000016668,0,Mata Atlantica,0.4,NPP-375,"0,8",21,RIO DE JANEIRO,MIGUEL PEREIRA,2018-07-07 04:00:00,SB180801PP1
-43.4932,-22.3962000016653,0,Mata Atlantica,2.8,NPP-375,1,23,RIO DE JANEIRO,PATY DO ALFERES,2018-07-07 04:00:00,SB180801PP1
-43.5406,-22.5642000016692,0,Mata Atlantica,2.7,NPP-375,"0,8",28,RIO DE JANEIRO,MIGUEL PEREIRA,2018-07-07 16:30:00,SB180801PP1
-43.6244,-22.5700000016693,0,Mata Atlantica,5.5,NPP-375,1,25,RIO DE JANEIRO,PARACAMBI,2018-07-07 16:30:00,SB180801PP1
-43.8054,-22.17200000166,0,Mata Atlantica,4.0,NPP-375,1,26,RIO DE JANEIRO,VALENCA,2018-07-07 16:30:00,SB180801PP1
-41.6157,-22.045900001657,0,Mata Atlantica,15.0,NPP-375,1,27,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-43.6137,-22.5649000016692,0,Mata Atlantica,2.9,NPP-375,1,26,RIO DE JANEIRO,PARACAMBI,2018-07-07 16:30:00,SB180801PP1
-43.6207,-22.5694000016693,0,Mata Atlantica,9.3,NPP-375,1,25,RIO DE JANEIRO,PARACAMBI,2018-07-07 16:30:00,SB180801PP1
-43.8092,-22.17250000166,0,Mata Atlantica,2.7,NPP-375,1,26,RIO DE JANEIRO,VALENCA,2018-07-07 16:30:00,SB180801PP1
-43.5238,-22.4636000016668,0,Mata Atlantica,11.3,NPP-375,"0,8",21,RIO DE JANEIRO,MIGUEL PEREIRA,2018-07-07 16:30:00,SB180801PP1
-44.0556,-22.5109000016679,0,Mata Atlantica,3.0,NPP-375,1,21,RIO DE JANEIRO,VOLTA REDONDA,2018-07-07 16:30:00,SB180801PP1
-43.5201,-22.4630000016668,0,Mata Atlantica,11.3,NPP-375,"0,8",21,RIO DE JANEIRO,MIGUEL PEREIRA,2018-07-07 16:30:00,SB180801PP1
-43.7138,-22.255700001662,0,Mata Atlantica,3.1,NPP-375,1,23,RIO DE JANEIRO,VALENCA,2018-07-07 16:30:00,SB180801PP1
-44.444,-22.4395000016663,0,Mata Atlantica,2.5,NPP-375,1,22,RIO DE JANEIRO,RESENDE,2018-07-07 16:30:00,SB180801PP1
-41.9967,-21.7418000016498,0,Mata Atlantica,9.0,NPP-375,1,13,RIO DE JANEIRO,SAO SEBASTIAO DO ALTO,2018-07-07 16:30:00,SB180801PP1
-41.3538,-21.6008000016464,0,Mata Atlantica,8.6,NPP-375,1,27,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-41.3388,-21.5912000016462,0,Mata Atlantica,14.6,NPP-375,1,28,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-41.3565,-21.6084000016466,0,Mata Atlantica,21.4,NPP-375,1,27,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-41.3394,-21.5877000016461,0,Mata Atlantica,5.6,NPP-375,1,28,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-41.9928,-21.7411000016498,0,Mata Atlantica,4.3,NPP-375,1,12,RIO DE JANEIRO,SAO SEBASTIAO DO ALTO,2018-07-07 16:30:00,SB180801PP1
-41.3572,-21.6050000016466,0,Mata Atlantica,4.9,NPP-375,1,27,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-41.3524,-21.6078000016466,0,Mata Atlantica,5.0,NPP-375,1,27,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-41.3531,-21.6043000016465,0,Mata Atlantica,8.6,NPP-375,1,27,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-41.3558,-21.6119000016467,0,Mata Atlantica,21.4,NPP-375,1,27,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-41.3518,-21.6112000016467,0,Mata Atlantica,5.0,NPP-375,1,27,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-41.239,-21.5090000016442,0,Mata Atlantica,2.5,NPP-375,1,28,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-43.5008,-22.4001000016654,0,Mata Atlantica,4.2,NPP-375,1,23,RIO DE JANEIRO,PATY DO ALFERES,2018-07-07 16:30:00,SB180801PP1
-41.3422,-21.5953000016463,0,Mata Atlantica,14.5,NPP-375,1,28,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-43.5014,-22.3968000016653,0,Mata Atlantica,4.2,NPP-375,1,23,RIO DE JANEIRO,PATY DO ALFERES,2018-07-07 16:30:00,SB180801PP1
-41.3456,-21.5995000016464,0,Mata Atlantica,5.3,NPP-375,1,27,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-43.2325,-22.1326000016591,0,Mata Atlantica,3.4,NPP-375,1,26,RIO DE JANEIRO,TRES RIOS,2018-07-07 16:30:00,SB180801PP1
-41.2253,-21.5649000016456,0,Mata Atlantica,8.8,NPP-375,1,27,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,2018-07-07 16:30:00,SB180801PP1
-43.6755,-22.6084000016702,0,Mata Atlantica,1.8,NPP-375,1,23,RIO DE JANEIRO,PARACAMBI,2018-07-07 16:30:00,SB180801PP1
-41.2384,-21.5125000016443,0,Mata Atlantica,2.5,NPP-375,1,28,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-07 16:30:00,SB180801PP1
-43.8086,-22.8448000016757,0,Mata Atlantica,1.0,NPP-375,1,8,RIO DE JANEIRO,ITAGUAI,2018-07-08 03:42:00,SB180801PP1
-43.8077,-22.8409000016755,0,Mata Atlantica,1.0,NPP-375,1,8,RIO DE JANEIRO,ITAGUAI,2018-07-08 03:42:00,SB180801PP1
-43.7558,-22.7867000016743,0,Mata Atlantica,0.8,NPP-375,1,8,RIO DE JANEIRO,SEROPEDICA,2018-07-08 03:42:00,SB180801PP1
-43.7043,-22.4913000016675,0,Mata Atlantica,4.8,NPP-375,"0,9",24,RIO DE JANEIRO,MENDES,2018-07-08 16:12:00,SB180801PP1
-43.6415,-22.6614000016714,0,Mata Atlantica,1.8,NPP-375,1,23,RIO DE JANEIRO,SEROPEDICA,2018-07-08 16:12:00,SB180801PP1
-43.6684,-22.5902000016698,0,Mata Atlantica,5.2,NPP-375,1,25,RIO DE JANEIRO,PARACAMBI,2018-07-08 16:12:00,SB180801PP1
-43.5976,-22.8701000016762,0,Mata Atlantica,2.7,NPP-375,1,25,RIO DE JANEIRO,RIO DE JANEIRO,2018-07-08 16:12:00,SB180801PP1
-42.7981,-22.6950000016722,0,Mata Atlantica,14.1,NPP-375,1,4,RIO DE JANEIRO,ITABORAI,2018-07-08 16:12:00,SB180801PP1
-42.707,-22.6680000016716,0,Mata Atlantica,3.9,NPP-375,1,4,RIO DE JANEIRO,CACHOEIRAS DE MACACU,2018-07-08 16:12:00,SB180801PP1
-41.3419,-21.8274000016518,0,Mata Atlantica,2.6,NPP-375,1,28,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-08 16:12:00,SB180801PP1
-41.2334,-21.9307000016543,0,Mata Atlantica,2.2,NPP-375,1,29,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-08 16:12:00,SB180801PP1
-41.4652,-21.6787000016483,0,Mata Atlantica,11.9,NPP-375,1,28,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-08 16:12:00,SB180801PP1
-43.6989,-22.4906000016674,0,Mata Atlantica,4.8,NPP-375,"0,9",24,RIO DE JANEIRO,MENDES,2018-07-08 16:12:00,SB180801PP1
-43.5031,-22.3979000016653,0,Mata Atlantica,0.5,NPP-375,1,25,RIO DE JANEIRO,PATY DO ALFERES,2018-07-09 03:24:00,SB180801PP1
-44.1076,-22.5920000016698,0,Mata Atlantica,0.9,NPP-375,1,19,RIO DE JANEIRO,BARRA MANSA,2018-07-09 03:24:00,SB180801PP1
-44.111,-22.5912000016698,0,Mata Atlantica,1.6,NPP-375,1,20,RIO DE JANEIRO,BARRA MANSA,2018-07-09 03:24:00,SB180801PP1
-43.502,-22.3927000016652,0,Mata Atlantica,0.5,NPP-375,1,26,RIO DE JANEIRO,PATY DO ALFERES,2018-07-09 03:24:00,SB180801PP1
-41.3254,-21.6157000016468,0,Mata Atlantica,11.3,NPP-375,1,29,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-09 15:54:00,SB180801PP1
-43.5719,-22.7692000016739,0,Mata Atlantica,2.5,NPP-375,1,24,RIO DE JANEIRO,NOVA IGUACU,2018-07-09 15:54:00,SB180801PP1
-43.4996,-22.4046000016655,0,Mata Atlantica,17.8,NPP-375,"0,9",25,RIO DE JANEIRO,PATY DO ALFERES,2018-07-09 15:54:00,SB180801PP1
-42.8918,-22.2766000016624,0,Mata Atlantica,3.5,NPP-375,"0,8",18,RIO DE JANEIRO,TERESOPOLIS,2018-07-09 15:54:00,SB180801PP1
-43.8226,-22.4866000016674,0,Mata Atlantica,3.4,NPP-375,1,23,RIO DE JANEIRO,BARRA DO PIRAI,2018-07-09 15:54:00,SB180801PP1
-43.5912,-22.6219000016705,0,Mata Atlantica,6.6,NPP-375,1,25,RIO DE JANEIRO,JAPERI,2018-07-09 15:54:00,SB180801PP1
-43.5924,-22.6195000016705,0,Mata Atlantica,7.0,NPP-375,1,25,RIO DE JANEIRO,NOVA IGUACU,2018-07-09 15:54:00,SB180801PP1
-43.4972,-22.0809000016578,0,Mata Atlantica,0.6,NPP-375,1,23,RIO DE JANEIRO,RIO DAS FLORES,2018-07-09 15:54:00,SB180801PP1
-41.3425,-21.7980000016511,0,Mata Atlantica,10.2,NPP-375,1,29,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-09 15:54:00,SB180801PP1
-41.3249,-21.6203000016469,0,Mata Atlantica,12.3,NPP-375,1,29,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-09 15:54:00,SB180801PP1
-41.1913,-21.961800001655,0,Mata Atlantica,4.7,NPP-375,1,30,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-09 15:54:00,SB180801PP1
-41.1932,-21.962200001655,0,Mata Atlantica,3.5,NPP-375,1,30,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,2018-07-09 15:54:00,SB180801PP1
-43.752,-22.9018000016769,0,Mata Atlantica,2.1,NPP-375,1,9,RIO DE JANEIRO,RIO DE JANEIRO,2018-07-09 15:54:00,SB180801PP1
-43.5022,-22.4029000016654,0,Mata Atlantica,16.9,NPP-375,"0,9",25,RIO DE JANEIRO,PATY DO ALFERES,2018-07-09 15:54:00,SB180801PP1
-43.5014,-22.4082000016656,0,Mata Atlantica,10.5,NPP-375,"0,9",25,RIO DE JANEIRO,PATY DO ALFERES,2018-07-09 15:54:00,SB180801PP1
-43.5029,-22.4049000016655,0,Mata Atlantica,24.7,NPP-375,"0,9",25,RIO DE JANEIRO,PATY DO ALFERES,2018-07-09 15:54:00,SB180801PP1
-44.4148,-22.4431000016664,"0,1",Mata Atlantica,1.6,NPP-375,"0,9",0,RIO DE JANEIRO,RESENDE,2018-07-11 16:54:00,SB180801PP1
-43.7533,-22.901700001677,0,Mata Atlantica,1.6,NPP-375,"0,9",2,RIO DE JANEIRO,RIO DE JANEIRO,2018-07-12 04:06:00,SB180801PP1
-43.7587,-22.7863000016743,0,Mata Atlantica,0.6,NPP-375,1,2,RIO DE JANEIRO,SEROPEDICA,2018-07-12 04:06:00,SB180801PP1
-42.9792,-22.8558000016759,0,Mata Atlantica,1.0,NPP-375,1,3,RIO DE JANEIRO,SAO GONCALO,2018-07-13 03:48:00,SB180801PP1
-43.7564,-22.7843000016743,0,Mata Atlantica,0.5,NPP-375,1,3,RIO DE JANEIRO,SEROPEDICA,2018-07-13 03:48:00,SB180801PP1
-43.7572,-22.7879000016743,0,Mata Atlantica,0.5,NPP-375,1,3,RIO DE JANEIRO,SEROPEDICA,2018-07-13 03:48:00,SB180801PP1
-42.4207,-22.8367000016755,0,Mata Atlantica,2.2,NPP-375,1,2,RIO DE JANEIRO,SAQUAREMA,2018-07-13 16:18:00,SB180801PP1
